,pvar,pvarcode,pvarname,cutoff,use
1541,2062,Get.p,Gentiana purpurea,0.005,1
1542,333,Gen.p-T,Gentiana purpurea-type,0.005,1
1543,1343,Gen.ud,Gentiana undiff.,0.005,1
1544,334,Gen.v,Gentiana verna,0.005,1
1545,2163,Gea.v-T,Gentiana verna-type,0.005,1
1546,1892,Gen.v-T,Gentiana vernalis-type,0.005,1
1547,1368,Gen-T,Gentiana-type,0.005,1
1548,2470,Gen/Gen,Gentiana/Gentianella,0.005,1
1549,335,Genae,Gentianaceae,0.005,1
1550,336,Genae.ud,Gentianaceae undiff.,0.005,1
1551,337,Gea,Gentianella,0.005,1
1552,338,Gea.a,Gentianella amarella,0.005,1
1553,1403,Gen.a-T,Gentianella amarella-type,0.005,1
1554,339,Gea.c,Gentianella campestris,0.005,1
1555,1365,Gen.c-T,Gentianella campestris-type,0.005,1
1556,1523,Gen.cf.a,Gentianella cf. G. amarella,0.005,1
1557,3334,Gea.d,Gentianella detonsa,0.005,1
1558,3574,Gen.g-T,Gentianella germanica-type,0.005,1
1559,3575,Gen.r,Gentianella ramosa,0.005,1
1560,1962,Gen.t,Gentianella tenella,0.005,1
1561,1985,Gen.t-T,Gentianella tenella-type,0.005,1
1562,1313,Gerae,Geraniaceae,0.005,1
1563,340,Ger,Geranium,0.005,1
1564,3251,Gea.p-T,Geranium phaeum-type,0.005,1
1565,3470,Ger.p-G,Geranium pratense-group,0.005,1
1566,2731,Ger.p-T,Geranium pratense-type,0.005,1
1567,2131,Ger.s,Geranium sylvaticum,0.005,1
1568,3049,Ger.s-T,Geranium sylvaticum-type,0.005,1
1569,341,Ger-T,Geranium-type,0.005,1
1570,342,Geu,Geum,0.005,1
1571,343,Geu.cf.r,Geum cf. G. rivale,0.005,1
1572,1019,Geu.cf.u,Geum cf. G. urbanum,0.005,1
1573,3521,Geu.m-T,Geum montanum-type,0.005,1
1574,344,Geu.r,Geum rivale,0.005,1
1575,345,Geu-T,Geum-type,0.005,1
1576,2486,Geu/Pot,Geum/Potentilla,0.005,1
1577,1558,Gld,Gladiolus,0.005,1
1578,3385,Gld-T,Gladiolus-type,0.005,1
1579,2680,Gla/Rom,Gladiolus/Romulea,0.005,1
1580,346,Gla,Glaucium,0.005,1
1581,2681,Gla.f-T,Glaucium flavum-type,0.005,1
1582,1314,Gla-T,Glaucium-type,0.005,1
1583,347,Glx,Glaux,0.005,1
1584,1473,Gla.m,Glaux maritima,0.005,1
1585,2026,Gle-T,Glechoma-type,0.005,1
1586,3308,Gob,Globularia,0.005,1
1587,3309,Glo.a-T,Globularia alypum-type,0.005,1
1588,2901,Glo,Gloeotrichia,0.005,1
1589,2611,Glomus,Glomus,0.005,1
1590,3284,Glo.cf.f,Glomus cf. fasciculatum,0.005,1
1591,3638,Gly,Glyceria,0.005,1
1592,2620,Gly.m,Glyceria maxima,0.005,1
1593,1186,Gly-T,Glyceria-type,0.005,1
1594,348,Gna,Gnaphalium,0.005,1
1595,3585,Gna.s,Gnaphalium supinum,0.005,1
1596,1669,Gna-T,Gnaphalium-type,0.005,1
1597,2929,Gon,Goniolimon,0.005,1
1598,1775,Gos,Gossypium,0.005,1
1599,349,Graae,Gramineae,0.005,1
1600,1015,Gra.ud,Gramineae undiff.,0.005,1
1601,2821,Grt,Grammitis,0.005,1
1602,3223,Gra.o,Gratiola officinalis,0.005,1
1603,2623,Gro.d,Groenlandia densa,0.005,1
1604,3283,Groae,Grossulariaceae,0.005,1
1605,3371,Gun,Gundelia,0.005,1
1606,3372,Gun-T,Gundelia-type,0.005,1
1607,2595,Gutifae,Guttiferae,0.005,1
1608,934,Gym,Gymnocarpium,0.005,1
1609,935,Gym.d,Gymnocarpium dryopteris,0.005,1
1610,936,Gym.d-T,Gymnocarpium dryopteris-type,0.005,1
1611,350,Gyp,Gypsophila,0.005,1
1612,2003,Gyp.f,Gypsophila fastigiata,0.005,1
1613,2019,Gyp.f-T,Gypsophila fastigiata-type,0.005,1
1614,1520,Gyp.f/r,Gypsophila fastigiata/G. repens,0.005,1
1615,2221,Gyp.m,Gypsophila muralis,0.005,1
1616,2634,Gyp.r,Gypsophila repens,0.005,1
1617,1402,Gyp.r-T,Gypsophila repens-type,0.005,1
1618,351,Gyp.ud,Gypsophila undiff.,0.005,1
1619,1268,Gyp-T,Gypsophila-type,0.005,1
1620,1741,Hab,Habrotrocha,0.005,1
1621,3652,Hag.a,Hagenis abyssinia,0.005,1
1622,2658,Ham,Halimium,0.005,1
1623,2965,Hal.h,Halimium halimifolium-type,0.005,1
1624,2966,Hal.l-T,Halimium lasianthum-type,0.005,1
1625,1326,Hal-T,Halimium-type,0.005,1
1626,2792,Hal/Tub,Halimium/Tuberaria,0.005,1
1627,2215,Hag,Halogeton,0.005,1
1628,1608,Halae,Haloragaceae,0.005,1
1629,2741,Hamameae,Hamamelidaceae,0.005,1
1630,1753,Ham-T,Hammada-type,0.005,1
1631,1571,Hal,Haplophyllum,0.005,1
1632,3001,Hap-T,Haplophyllum-type,0.005,1
1633,352,Hed,Hedera,0.005,1
1634,353,Hed.h,Hedera helix,0.005,1
1635,1327,Hew,Hedwigia,0.005,1
1636,354,Hdy,Hedysarum,0.005,1
1637,1381,Hed.cf.h,Hedysarum cf. H. hedysaroides,0.005,1
1638,3246,Hdy.h,Hedysarum hedysaroides,0.005,1
1639,3681,Hed.h-T,Hedysarum humile-type,0.005,1
1640,1347,Hed-T,Hedysarum-type,0.005,1
1641,1883,Hed/Ebe,Hedysarum/Ebenus,0.005,1
1642,2249,Hel.rhiz,Heleopera,0.005,1
1643,355,Hel,Helianthemum,0.005,1
1644,3666,Hel.a,Helianthemum alpestre,0.005,1
1645,3447,Hel.a-T,Helianthemum alpestre-type,0.005,1
1646,2149,Hel.c-T,Helianthemum canum-type,0.005,1
1647,2449,Hel.c/a,Helianthemum canum/H. alpestre,0.005,1
1648,356,Hel.cf.c,Helianthemum cf. H. canum,0.005,1
1649,1686,Hel.cf.n,Helianthemum cf. H. nummularium,0.005,1
1650,1687,Hel.cf.o,Helianthemum cf. H. oelandicum,0.005,1
1651,2967,Hel.r-T,Helianthemum croceum-type,0.005,1
1652,1187,Hel.n,Helianthemum nummularium,0.005,1
1653,1389,Hel.n-T,Helianthemum nummularium-type,0.005,1
1654,2471,Hel.o,Helianthemum oelandicum,0.005,1
1655,1504,Hel.o.a,Helianthemum oelandicum ssp. alpestre,0.005,1
1656,2144,Hel.oa-T,Helianthemum oelandicum Subsp. alpestre-type,0.005,1
1657,1256,Hel.o-T,Helianthemum oelandicum-type,0.005,1
1658,2450,Hel.ud,Helianthemum undiff.,0.005,1
1659,1328,Hel-T,Helianthemum-type,0.005,1
1660,3121,Hel/Genp,Helianthemum/Gentiana pneumonanthe,0.005,1
1661,3452,Hli,Helianthus,0.005,1
1662,2439,Het-T,Helianthus-type,0.005,1
1663,2272,Heli,Helicoma,0.005,1
1664,2179,Hel.c,Helicoma curtisii,0.005,1
1665,3078,Hec.p,Helicoon pluriseptatum,0.005,1
1666,3378,Helio,Heliotropium,0.005,1
1667,2968,Hel.e,Heliotropium europaeum,0.005,1
1668,357,Hht-T,Heliotropium-type,0.005,1
1669,1185,Heb,Helleborus,0.005,1
1670,3259,Hel.f,Helleborus foetidus,0.005,1
1671,358,Hlb.ud,Helleborus undiff.,0.005,1
1672,3635,Hel.v,Helleborus viridis,0.005,1
1673,3002,Heb-T,Helleborus-type,0.005,1
1674,359,Hlb/Che,Helleborus/Chelidonium,0.005,1
1675,1680,Hem,Helotium,0.005,1
1676,1742,Hel.s,Helotium schimperi,0.005,1
1677,2433,Hepa,Hepatica,0.005,1
1678,3099,Hep.n-T,Hepatica nobilis-type,0.005,1
1679,2276,Hep-T,Hepatica-type,0.005,1
1680,3610,Hepae,Hepaticae,0.005,1
1681,2563,Hepaceae,Hepaticeae,0.005,1
1682,360,Her,Heracleum,0.005,1
1683,1188,Her.s,Heracleum sphondylium,0.005,1
1684,2095,Her.s-T,Heracleum sphondylium-type,0.005,1
1685,361,Her-T,Heracleum-type,0.005,1
1686,362,Hrn,Herniaria,0.005,1
1687,363,Hrn-T,Herniaria-type,0.005,1
1688,1908,Hib,Hibiscus,0.005,1
1689,3547,Hie.i,Hieracium intybaceum,0.005,1
1690,3545,Hie.m,Hieracium murorum,0.005,1
1691,3546,Hie.p,Hieracium pilosella,0.005,1
1692,1897,Hip,Hippocrepis,0.005,1
1693,3501,Hip.c,Hippocrepis comosa,0.005,1
1694,364,Hip-T,Hippocrepis-type,0.005,1
1695,365,Hpp,Hippophae,0.005,1
1696,2707,Hip.h,Hippophae hair,0.005,1
1697,1189,Hip.r,Hippophae rhamnoides,0.005,1
1698,3118,Hipp.r.h,Hippophae rhamnoides hair,0.005,1
1699,366,Hps,Hippuris,0.005,1
1700,2133,Hip.v,Hippuris vulgaris,0.005,1
1701,3518,Hol.u,Holosteum umbellatum,0.005,1
1702,3434,Hom,Homogyne,0.005,1
1703,3571,Hom.a,Homogyne alpina,0.005,1
1704,3433,Hom-T,Homogyne-type,0.005,1
1705,3639,Hoy,Hordelymus,0.005,1
1706,367,Hor,Hordeum,0.005,1
1707,3471,Hor.v-T,Hordeum vulgare-type,0.005,1
1708,368,Hor-T,Hordeum-type,0.005,1
1709,1739,Hor/Sec,Hordeum/Secale,0.005,1
1710,2063,Hor/Tri,Hordeum/Triticum,0.005,1
1711,3645,Hor/TriT,Hordeum/Triticum-type,0.005,1
1712,369,Hog-T,Hornungia-type,0.005,1
1713,1474,Hot.p,Hottonia palustris,0.005,1
1714,2260,Hot-T,Hottonia-type,0.005,1
1715,371,Hot/Sam,Hottonia/Samolus,0.005,1
1716,372,Hum,Humulus,0.005,1
1717,373,Hum.l,Humulus lupulus,0.005,1
1718,3098,Hum.l-T,Humulus lupulus-type,0.005,1
1719,374,Hum-T,Humulus-type,0.005,1
1720,375,Hum/Can,Humulus/Cannabis,0.005,1
1721,3354,Hum/CanT,Humulus/Cannabis-type,0.005,1
1722,2541,Hup.a,Huperzia arctica,0.005,1
1723,937,Hup.s,Huperzia selago,0.005,1
1724,2393,Hup.a.Sa,Huperzia selago Subsp. arctica,0.005,1
1725,2434,Huz.s,Huperzia serrata,0.005,1
1726,1421,Hya,Hyacinthoides,0.005,1
1727,376,Hya.n,Hyacinthoides non-scripta,0.005,1
1728,1021,Hya/Sci,Hyacinthoides/Scilla,0.005,1
1729,1789,Hyl,Hyalosphenia,0.005,1
1730,2919,Hya.cf.e,Hyalosphenia cf. H. elegans,0.005,1
1731,2920,Hya.s,Hyalosphenia subflava,0.005,1
1732,1885,Hdr,Hydrocharis,0.005,1
1733,377,Hyd,Hydrocharis morsus-ranae,0.005,1
1734,1928,Hydae,Hydrocharitaceae,0.005,1
1735,378,Hyc,Hydrocotyle,0.005,1
1736,1022,Hyd.v,Hydrocotyle vulgaris,0.005,1
1737,1813,Hyd-T,Hydrocotyle-type,0.005,1
1738,938,Hym,Hymenophyllum,0.005,1
1739,2382,Hym.f,Hymenophyllum flabellatum,0.005,1
1740,2275,Hym.t,Hymenophyllum tunbrigense,0.005,1
1741,1190,Hym.w,Hymenophyllum wilsonii,0.005,1
1742,1777,Hyo,Hyoscyamus,0.005,1
1743,3005,Hyo.n,Hyoscyamus niger,0.005,1
1744,2056,Hyr,Hypecoum,0.005,1
1745,2760,Hyc-T,Hypecoum-type,0.005,1
1746,3006,Hypeae,Hypericaceae,0.005,1
1747,379,Hyp,Hypericum,0.005,1
1748,1097,Hyp.a,Hypericum androsaemum,0.005,1
1749,1748,Hyp.a-T,Hypericum assyrianum-type,0.005,1
1750,1475,Hyp.c-T,Hypericum calycinum-type,0.005,1
1751,2410,Hyp.r-T,Hypericum coris-type,0.005,1
1752,380,Hyp.e,Hypericum elodes,0.005,1
1753,1598,Hyp.o,Hypericum perforatum,0.005,1
1754,3472,Hyp.p-G,Hypericum perforatum-group,0.005,1
1755,381,Hyp.p-T,Hypericum perforatum-type,0.005,1
1756,1075,Hyp.p,Hypericum pulchrum,0.005,1
1757,382,Hyp.u-T,Hypericum pulchrum-type,0.005,1
1758,2211,Hyp.t,Hypericum tetrapterum,0.005,1
1759,383,Hyp.ud,Hypericum undiff.,0.005,1
1760,384,Hyp-T,Hypericum-type,0.005,1
1761,3653,Hyph,Hyphaene,0.005,1
1762,3654,Hyp.cf.t,Hyphaene cf. H. thebaica,0.005,1
1763,2669,Hyn,Hypnum,0.005,1
1764,3551,Hypo.u,Hypochaeris uniflora,0.005,1
1765,1191,Hysds,Hystrichosphaerids,0.005,1
1766,3317,Hst,Hystrichosphaeropsis,0.005,1
1767,1266,Hys,Hystrix,0.005,1
1768,1354,Hys.TA,Hystrix (type A),0.005,1
1769,1353,Hys.TB,Hystrix (type B),0.005,1
1770,385,Ile,Ilex,0.005,1
1771,386,Ile.a,Ilex aquifolium,0.005,1
1772,2444,Ile.a-T,Ilex aquifolium-type,0.005,1
1773,1192,Ile/Lon,Ilex/Lonicera,0.005,1
1774,2510,Ill,Illecebrum,0.005,1
1775,2733,Ill-T,Illecebrum-type,0.005,1
1776,387,Imp,Impatiens,0.005,1
1777,1602,Imp.n-t,Impatiens noli-tangere,0.005,1
1778,976,Ind.brok,Indeterminable: broken,0.005,1
1779,977,Ind.conc,Indeterminable: concealed,0.005,1
1780,978,Ind.corr,Indeterminable: corroded,0.005,1
1781,1001,Ind.crum,Indeterminable: crumpled,0.005,1
1782,979,Ind.degr,Indeterminable: degraded,0.005,1
1783,980,Ind.dete,Indeterminable: deteriorated,0.005,1
1784,3122,Ind.obs,Indeterminable: obscured,0.005,1
1785,981,Ind.ud,Indeterminable: undiff.,0.005,1
1786,982,Ind.unkn,Indeterminable: unknown,0.005,1
1787,2969,Influx,Influx,0.005,1
1788,1882,Inu,Inula,0.005,1
1789,1839,Inu-T,Inula-type,0.005,1
1790,1600,Iridae,Iridaceae,0.005,1
1791,3386,Iri.ud,Iridaceae undiff.,0.005,1
1792,388,Iri,Iris,0.005,1
1793,1925,Iri.p,Iris pseudacorus,0.005,1
1794,389,Iri.p-T,Iris pseudacorus-type,0.005,1
1795,1541,Iri-T,Iris-type,0.005,1
1796,939,Iso,Isoetes,0.005,1
1797,1142,Iso.TA,Isoetes (type A),0.005,1
1798,3336,Iso.sf.L,Isoetes cf. Lacustris,0.005,1
1799,3333,Iso.e,Isoetes echinospora,0.005,1
1800,940,Iso.l,Isoetes lacustris,0.005,1
1801,941,Iso.s,Isoetes setacea,0.005,1
1802,390,Jas,Jasione,0.005,1
1803,391,Jas.m,Jasione montana,0.005,1
1804,1193,Jas.m-T,Jasione montana-type,0.005,1
1805,1464,Jas-T,Jasione-type,0.005,1
1806,1170,Jam,Jasminum,0.005,1
1807,1784,Jugae,Juglandaceae,0.005,1
1808,392,Jug,Juglans,0.005,1
1809,3458,Jug.n,Juglans nigra,0.005,1
1810,1329,Jug.r,Juglans regia,0.005,1
1811,1788,Jug-T,Juglans-type,0.005,1
1812,393,Jucae,Juncaceae,0.005,1
1813,2555,Juncacae,Juncaginaceae,0.005,1
1814,1781,Jnc,Juncus,0.005,1
1815,3238,Jun.epid,Juncus: epidermis,0.005,1
1816,2058,Jun/Luz,Juncus/Luzula,0.005,1
1817,394,Jun,Juniperus,0.005,1
1818,395,Jun.c,Juniperus communis,0.005,1
1819,3701,Jun.c.st,Juniperus communis: stomata,0.005,1
1820,1867,Jun.s,Juniperus sabina,0.005,1
1821,396,Jun-T,Juniperus-type,0.005,1
1822,1454,Jun.stom,Juniperus: stomata,0.005,1
1823,3362,Jun/Cup,Juniperus/Cupressaceae,0.005,1
1824,1588,Jur,Jurinea,0.005,1
1825,1298,Jur-T,Jurinea-type,0.005,1
1826,2057,Kic,Kickxia,0.005,1
1827,397,Kna,Knautia,0.005,1
1828,1540,Kna.a,Knautia arvensis,0.005,1
1829,3473,Kna.a-T,Knautia arvensis-type,0.005,1
1830,398,Kna-T,Knautia-type,0.005,1
1831,1431,Kna/Suc,Knautia/Succisa,0.005,1
1832,2581,Koc,Kochia,0.005,1
1833,2539,Koc.l,Kochia laniflora,0.005,1
1834,2551,Koc.p,Kochia prostrata,0.005,1
1835,400,Koe.i,Koenigia islandica,0.005,1
1836,2538,Kra.c,Krascheninnikovia ceratoides,0.005,1
1837,401,Lab,Labiatae,0.005,1
1838,2607,Labia(3),Labiatae (3),0.005,1
1839,2606,Labia(6),Labiatae (6),0.005,1
1840,1259,Lb.cf.M,Labiatae cf. Marrubium,0.005,1
1841,1194,Lab.ud,Labiatae undiff.,0.005,1
1842,3097,Lab-T/L,Labiatae-type/Lycopus,0.005,1
1843,3661,Lab.numb,Laboratory number,0.005,1
1844,402,Lbu-T,Laburnum-type,0.005,1
1845,1654,Lac,Lactuca,0.005,1
1846,2734,Lac.s-T,Lactuca sativa-type,0.005,1
1847,2522,Lac-T,Lactuca-type,0.005,1
1848,2970,Lactae,Lactuceae,0.005,1
1849,3033,Lacoid,Lactucoideae,0.005,1
1850,3021,Lamae,Lamiaceae,0.005,1
1851,3224,Lam.ud,Lamiaceae undiff.,0.005,1
1852,2818,Lai,Lamiastrum,0.005,1
1853,2016,Las-T,Lamiastrum-type,0.005,1
1854,2793,Lam,Lamium,0.005,1
1855,3233,Lam.a,Lamium album,0.005,1
1856,403,Lam-T,Lamium-type,0.005,1
1857,1961,Lap,Lappula,0.005,1
1858,2222,Lap-T,Lapsana-type,0.005,1
1859,404,Lar,Larix,0.005,1
1860,1712,Lar.d,Larix dahurica,0.005,1
1861,2184,Lax.d,Larix decidua,0.005,1
1862,2317,Lar.g,Larix gmelinii,0.005,1
1863,2600,Lar.s,Larix sibirica,0.005,1
1864,1981,Lar-T,Larix-type,0.005,1
1865,1455,Lar.stom,Larix: stomata,0.005,1
1866,2682,Lar/Pse,Larix/Pseudotsuga,0.005,1
1867,2794,Lae,Laserpitium,0.005,1
1868,3451,Las.l-T,Laserpitium latifolium-type,0.005,1
1869,3492,Las.pr,Laserpitium prutenicum,0.005,1
1870,3335,Las.p,Lastrea phegopteris,0.005,1
1871,2322,Lst-T,Lastrea-type,0.005,1
1872,405,Lat,Lathyrus,0.005,1
1873,406,Lat.j.m,Lathyrus japonicus ssp. maritimus,0.005,1
1874,407,Lat.p,Lathyrus palustris,0.005,1
1875,408,Lat.s,Lathyrus sativus,0.005,1
1876,409,Lat-T,Lathyrus-type,0.005,1
1877,3491,Lat/Vici,Lathyrus/Vicia,0.005,1
1878,3081,Lat/Vic,Lathyrus/Vicial,0.005,1
1879,2515,Lao,Laurocerasus,0.005,1
1880,1894,Lau,Laurus,0.005,1
1881,2736,Lau.n,Laurus nobilis,0.005,1
1882,3299,Lav,Lavandula,0.005,1
1883,3300,Lav.s-T,Lavandula stoechas-type,0.005,1
1884,2795,Lav-T,Lavandula-type,0.005,1
1885,1860,Lec,Lecokia,0.005,1
1886,410,Led,Ledum,0.005,1
1887,1267,Led.p,Ledum palustre,0.005,1
1888,2440,Led-T,Ledum-type,0.005,1
1889,1934,Leg-T,Legousia-type,0.005,1
1890,411,Leg,Leguminosae,0.005,1
1891,1063,Eup.cf.A,Leguminosae cf. Astragalus,0.005,1
1892,412,Leg.ud,Leguminosae undiff.,0.005,1
1893,413,Lem,Lemna,0.005,1
1894,2196,Lem.m,Lemna minor,0.005,1
1895,3310,Lem.m-T,Lemna minor-type,0.005,1
1896,414,Lemae,Lemnaceae,0.005,1
1897,2636,Lenco.i,Lencostegia immersa,0.005,1
1898,2542,Lenteae,Lentibulariaceae,0.005,1
1899,3387,Leo,Leontice,0.005,1
1900,1547,Leo.l,Leontice leontopetalum,0.005,1
1901,3408,Leo-T,Leontice-type,0.005,1
1902,3549,Leo.h,Leontodon helveticus,0.005,1
1903,3550,Leo.hi,Leontodon hispidus,0.005,1
1904,3548,Leon-T,Leontodon-type,0.005,1
1905,2053,Lep,Lepidium,0.005,1
1906,942,Lep.i,Lepidotis inundata,0.005,1
1907,1070,Lep.g,Leptobasis goesingense,0.005,1
1908,3559,Leu.v-T,Leucanthemum vulgare-type,0.005,1
1909,2007,Leu/Gal,Leucojum/Galanthus,0.005,1
1910,3630,Lev.o,Levisticum officinale,0.005,1
1911,2971,Lev.o-T,Levisticum officinale-type,0.005,1
1912,1610,Lis,Ligusticum,0.005,1
1913,3435,Lig.m,Ligusticum mutellina,0.005,1
1914,3519,Lig.m-T,Ligusticum mutellinoides-type,0.005,1
1915,1644,Lyg.s,Ligusticum scoticum,0.005,1
1916,415,Lig,Ligustrum,0.005,1
1917,1369,Lig.v,Ligustrum vulgare,0.005,1
1918,2683,Lig.v-T,Ligustrum vulgare-type,0.005,1
1919,1586,Lig-T,Ligustrum-type,0.005,1
1920,416,Lilae,Liliaceae,0.005,1
1921,1778,Lil.Cf.N,Liliaceae cf. Narthecium-type,0.005,1
1922,1100,Lilae.ud,Liliaceae undiff.,0.005,1
1923,1456,Lil.-T,Liliaceae-type,0.005,1
1924,1330,Lilae-Tu,Liliaceae-type undiff.,0.005,1
1925,3415,Liliiae,Liliiflorae,0.005,1
1926,3615,Lili.mon,Liliopsida monocolpate,0.005,1
1927,417,Lil,Lilium,0.005,1
1928,2519,Lil.m,Lilium martagon,0.005,1
1929,1457,Lil.m-T,Lilium martagon-type,0.005,1
1930,418,Lil-T,Lilium-type,0.005,1
1931,1803,Lip,Limnophorum,0.005,1
1932,1505,Liu,Limonium,0.005,1
1933,3035,Lim.v,Limonium vulgare,0.005,1
1934,3389,Lim.v-T,Limonium vulgare-type,0.005,1
1935,419,Lim,Limosella,0.005,1
1936,2107,Lineae,Linaceae,0.005,1
1937,420,Lna,Linaria,0.005,1
1938,2042,Lin-T,Linaria-type,0.005,1
1939,422,Lnn.b,Linnaea borealis,0.005,1
1940,423,Lin,Linum,0.005,1
1941,2452,Lin.a-T,Linum austriacum-type,0.005,1
1942,424,Lin.b-T,Linum bienne-type,0.005,1
1943,425,Lin.c,Linum catharticum,0.005,1
1944,426,Lin.c-T,Linum catharticum-type,0.005,1
1945,1111,Lin.cf.p,Linum cf. L. perenne ssp. anglicum,0.005,1
1946,1527,Lin.f,Linum flavum,0.005,1
1947,1759,Lin.m-T,Linum mucronatum-type,0.005,1
1948,1085,Lin.p,Linum perenne,0.005,1
1949,1195,Lin.p.a,Linum perenne ssp. anglicum,0.005,1
1950,3228,Lin.ud,Linum undiff.,0.005,1
1951,427,Lin.u,Linum usitatissimum,0.005,1
1952,428,Lin.u-T,Linum usitatissimum-type,0.005,1
1953,2684,Lin.u/b,Linum usitatissimum/L. bienne,0.005,1
1954,429,Liq,Liquidambar,0.005,1
1955,2143,Lir,Liriodendron,0.005,1
1956,2737,Lir.t,Liriodendron tulipiferum,0.005,1
1957,2630,Lia,Listera,0.005,1
1958,430,Lis-T,Listera-type,0.005,1
1959,431,Lit,Lithospermum,0.005,1
1960,3231,Lit.a,Lithospermum arvense,0.005,1
1961,432,Lit.o,Lithospermum officinale,0.005,1
1962,2041,Lit-T,Lithospermum-type,0.005,1
1963,3044,Ltt,Littorella,0.005,1
1964,434,Ltt.u,Littorella uniflora,0.005,1
1965,2074,Lir-T,Littorella-type,0.005,1
1966,3248,Llo.s,Lloydia serotina,0.005,1
1967,435,Lob,Lobelia,0.005,1
1968,1800,Lob.d,Lobelia dortmanna,0.005,1
1969,436,Lob-T,Lobelia-type,0.005,1
1970,1101,Lob/Dig,Lobelia/Digitalis,0.005,1
1971,3003,Lobeae,Lobeliaceae,0.005,1
1972,1409,Loe,Loeflingia,0.005,1
1973,437,Loi,Loiseleuria procumbens,0.005,1
1974,438,Lom,Lomatogonium,0.005,1
1975,439,Lon,Lonicera,0.005,1
1976,3506,Lon.a,Lonicera alpigena,0.005,1
1977,3517,Lon.c,Lonicera coerulea,0.005,1
1978,2646,Lon.i,Lonicera implexa,0.005,1
1979,2200,Lon.n,Lonicera nigra,0.005,1
1980,1994,Lon.n-T,Lonicera nigra-type,0.005,1
1981,440,Lon.p,Lonicera periclymenum,0.005,1
1982,1958,Lon.p-T,Lonicera periclymenum-type,0.005,1
1983,2425,Lon.ud,Lonicera undiff.,0.005,1
1984,2201,Lon.x,Lonicera xylosteum,0.005,1
1985,441,Lon.x-T,Lonicera xylosteum-type,0.005,1
1986,1709,Lon-T,Lonicera-type,0.005,1
1987,442,Lorae,Loranthaceae,0.005,1
1988,1995,Loo,Loranthus,0.005,1
1989,443,Lor,Loranthus europaeus,0.005,1
1990,444,Lot,Lotus,0.005,1
1991,1027,Lot.cf.c,Lotus cf. L. corniculatus,0.005,1
1992,2223,Lot.cf.u,Lotus cf. L. uliginosus,0.005,1
1993,445,Lot.c,Lotus corniculatus,0.005,1
1994,446,Lot.u.,Lotus uliginosus,0.005,1
1995,1072,Lot.u-T,Lotus uliginosus-type,0.005,1
1996,1196,Lot.ud,Lotus undiff.,0.005,1
1997,447,Lot-T,Lotus-type,0.005,1
1998,448,Lud,Ludwigia,0.005,1
1999,2972,Lud.p,Ludwigia palustris,0.005,1
2000,1559,Lup,Lupinus,0.005,1
2001,449,Lur,Luronium-type,0.005,1
2002,450,Luz,Luzula,0.005,1
2003,1197,Lyn,Lychnis,0.005,1
2004,451,Lyc.f,Lychnis flos-cuculi,0.005,1
2005,1685,Lyc.v-T,Lychnis viscaria-type,0.005,1
2006,452,Lyc-T,Lychnis-type,0.005,1
2007,2796,Lyc/Sil,Lychnis/Silene elegans,0.005,1
2008,453,Lyi,Lycium,0.005,1
2009,1758,Lcm-T,Lycium-type,0.005,1
2010,943,Lycae,Lycopodiaceae,0.005,1
2011,944,Lycae.ud,Lycopodiaceae undiff.,0.005,1
2012,2973,Loc,Lycopodiella,0.005,1
2013,2186,Lyc.i,Lycopodiella inundata,0.005,1
2014,945,Lyc,Lycopodium,0.005,1
2015,2774,Lyc(ad),Lycopodium (added),0.005,1
2016,2775,Lyc(ct),Lycopodium (counted),0.005,1
2017,3439,Lyc.g/t,Lycopodium (grains/tablet),0.005,1
2018,3297,Lco.a,Lycopodium alpinum,0.005,1
2019,3236,Lco.a-T,Lycopodium alpinum-type,0.005,1
2020,3329,Lyc.a/c,Lycopodium alpinum/complanatum,0.005,1
2021,947,Lyc.a,Lycopodium annotinum,0.005,1
2022,1476,Lyc.a-T,Lycopodium annotinum-type,0.005,1
2023,2475,Lyc.a/Dc,Lycopodium annotinum/Diphasium complanatum,0.005,1
2024,1055,Lyc.cf.a,Lycopodium cf. L. annotinum,0.005,1
2025,946,Lyc.cfct,Lycopodium cf. L. clavatum (tetrad),0.005,1
2026,3356,Lyc.Cf.c,Lycopodium cf. L. complanatum,0.005,1
2027,948,Lyc.c,Lycopodium clavatum,0.005,1
2028,1198,Lyp.c-T,Lycopodium clavatum-type,0.005,1
2029,3040,Lyc.c/D,Lycopodium clavatum/Diphasium,0.005,1
2030,3505,Lyc.co,Lycopodium complanatum,0.005,1
2031,2394,Lyc.d,Lycopodium dubium,0.005,1
2032,3500,Lyc.in,Lycopodium inundatum,0.005,1
2033,2562,Lyc.l,Lycopodium lagopus,0.005,1
2034,2561,Lyc.o,Lycopodium obscurum,0.005,1
2035,3095,Lyc.s,Lycopodium selago,0.005,1
2036,3440,Lyc.tabN,Lycopodium tablets (number),0.005,1
2037,949,Lyc.ud,Lycopodium undiff.,0.005,1
2038,1113,Lyp-T,Lycopodium-type,0.005,1
2039,454,Lyo,Lycopus,0.005,1
2040,1637,Lyc.e,Lycopus europaeus,0.005,1
2041,455,Lyo-T,Lycopus-type,0.005,1
2042,2629,Lyc/Men,Lycopus/Mentha,0.005,1
2043,2701,Lyg,Lygeum,0.005,1
2044,2659,Lym.s,Lygeum spartum,0.005,1
2045,2720,Lyg-T,Lygeum-type,0.005,1
2046,456,Lys,Lysimachia,0.005,1
